"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"24585000"	"24595000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"24655000"	"24765000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"24785000"	"25815000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"25835000"	"25835000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"25850000"	"25950000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"41230000"	"41435000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"41645000"	"41665000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"41685000"	"41685000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"12720000"	"12725000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"12790000"	"12825000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"12835000"	"12840000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"12965000"	"12965000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"13050000"	"13495000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"13600000"	"13610000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"13620000"	"14115000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"14125000"	"14270000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"14280000"	"14280000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"14500000"	"14510000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"14520000"	"14520000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"14560000"	"14570000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"25415000"	"25415000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"25475000"	"25550000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"31820000"	"31820000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"31830000"	"31835000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"31945000"	"31955000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33350000"	"33395000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33410000"	"33430000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33475000"	"33500000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33515000"	"33745000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33755000"	"33760000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33790000"	"33790000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33805000"	"33825000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"33995000"	"34115000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"26470000"	"26495000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"32745000"	"32800000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"32825000"	"32865000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"32875000"	"32875000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"32900000"	"32900000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"36065000"	"36075000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"20455000"	"21005000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"22360000"	"22360000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"22370000"	"22370000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"41505000"	"41505000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"  570000"	"  580000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	" 1730000"	" 1780000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	" 2065000"	" 2070000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"30465000"	"30520000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"30530000"	"30530000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"35400000"	"35445000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"35455000"	"35480000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"35490000"	"35495000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"35505000"	"35510000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"35630000"	"35645000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"17335000"	"17340000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"17350000"	"17350000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"17365000"	"17370000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"34300000"	"34685000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	" 2010000"	" 2015000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	" 2025000"	" 2025000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr7"	"23605000"	"24100000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	" 8720000"	" 8770000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	" 8830000"	" 8830000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"35930000"	"35930000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"36160000"	"36190000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"37155000"	"37160000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"37175000"	"37195000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"37205000"	"37325000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"37335000"	"37335000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"37345000"	"37365000"
"MaxRepeatAbund"	"Fagotat_H1-AT"	"Chr8"	"38085000"	"38085000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	" 1250000"	" 1475000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"27615000"	"27925000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"27935000"	"27955000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"27965000"	"27975000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"27985000"	"27985000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"28275000"	"28275000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"28395000"	"28395000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"28405000"	"30020000"
"Shannon"	"Fagotat_H1-AT"	"Chr1"	"61475000"	"61580000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"19620000"	"20470000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"21440000"	"21880000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"25190000"	"25215000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"25225000"	"25375000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"25450000"	"25450000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"25460000"	"25465000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"25475000"	"25645000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"25675000"	"26235000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26245000"	"26265000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26280000"	"26300000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26315000"	"26315000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26325000"	"26335000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26525000"	"26575000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26640000"	"26650000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26665000"	"26690000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"26995000"	"27180000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"27220000"	"27220000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"27230000"	"27280000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"27290000"	"27290000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"27315000"	"27315000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"27330000"	"27615000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"31735000"	"31745000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"31810000"	"31840000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"31850000"	"31870000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"31885000"	"31885000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"31905000"	"31955000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"31970000"	"31990000"
"Shannon"	"Fagotat_H1-AT"	"Chr2"	"59695000"	"59730000"
"Shannon"	"Fagotat_H1-AT"	"Chr3"	"21045000"	"23565000"
"Shannon"	"Fagotat_H1-AT"	"Chr4"	"29360000"	"31890000"
"Shannon"	"Fagotat_H1-AT"	"Chr5"	" 1250000"	" 1360000"
"Shannon"	"Fagotat_H1-AT"	"Chr5"	" 4165000"	" 6625000"
"Shannon"	"Fagotat_H1-AT"	"Chr5"	"26595000"	"28865000"
"Shannon"	"Fagotat_H1-AT"	"Chr5"	"28875000"	"28875000"
"Shannon"	"Fagotat_H1-AT"	"Chr5"	"54520000"	"54575000"
"Shannon"	"Fagotat_H1-AT"	"Chr6"	" 1250000"	" 1445000"
"Shannon"	"Fagotat_H1-AT"	"Chr6"	"53685000"	"53770000"
"Shannon"	"Fagotat_H1-AT"	"Chr7"	" 1250000"	" 1340000"
"Shannon"	"Fagotat_H1-AT"	"Chr7"	"23085000"	"25615000"
"Shannon"	"Fagotat_H1-AT"	"Chr7"	"51570000"	"51580000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	" 1250000"	" 1290000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"31785000"	"31785000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"31795000"	"31795000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"32275000"	"32400000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"32445000"	"32515000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"32530000"	"32645000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"32660000"	"32800000"
"Shannon"	"Fagotat_H1-AT"	"Chr8"	"40375000"	"40890000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr1"	" 3795000"	" 3810000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr1"	" 3825000"	" 3825000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr1"	" 3850000"	" 3855000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"20995000"	"21010000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21020000"	"21050000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21110000"	"21140000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21270000"	"21590000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21600000"	"21600000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21665000"	"21675000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21685000"	"21685000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"21725000"	"22495000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"22520000"	"22555000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr11"	"17670000"	"19905000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"14905000"	"15025000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15040000"	"15055000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15065000"	"15075000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15090000"	"15115000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15190000"	"15235000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15265000"	"15265000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15780000"	"15795000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15870000"	"15955000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"15990000"	"15995000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"16035000"	"16415000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"16425000"	"16940000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"33170000"	"33170000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"33185000"	"33205000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"33260000"	"34255000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"34265000"	"34275000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"34285000"	"34285000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"34460000"	"34495000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"34515000"	"34545000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"34580000"	"34580000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr16"	"34515000"	"34515000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr16"	"34525000"	"34535000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr16"	"34550000"	"35015000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr17"	"24020000"	"24020000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr17"	"24030000"	"24030000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr17"	"24050000"	"24100000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"22300000"	"22370000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"26005000"	"26185000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"16270000"	"16465000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"16585000"	"16590000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"16715000"	"16720000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"16800000"	"16815000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"16970000"	"16990000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"17110000"	"17515000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr5"	" 1250000"	" 1670000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr5"	" 1690000"	" 1690000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr5"	" 1700000"	" 1700000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr5"	"18225000"	"18270000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr5"	"18320000"	"18325000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"15135000"	"15155000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"15180000"	"15180000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"12585000"	"12640000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"12650000"	"12670000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"12985000"	"13235000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"13260000"	"14005000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"14045000"	"14125000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"24500000"	"24505000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"24515000"	"24515000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"24530000"	"24535000"
"MinRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"24565000"	"26860000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr1"	"16165000"	"16230000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr1"	"16345000"	"16345000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"14175000"	"14815000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"14825000"	"14830000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"14840000"	"14865000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr10"	"14875000"	"14875000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr11"	" 7450000"	" 7585000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr11"	" 7605000"	" 7620000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr11"	"21435000"	"21890000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr11"	"21900000"	"21900000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr11"	"21940000"	"21945000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr12"	"13200000"	"13205000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr12"	"13260000"	"13975000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr12"	"13990000"	"14095000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr13"	"29415000"	"29935000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	" 2655000"	" 2655000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr14"	"26855000"	"26885000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	" 5295000"	" 5310000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr15"	"38775000"	"39115000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr16"	"28520000"	"28540000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr16"	"28555000"	"29040000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr17"	" 7745000"	" 7745000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr17"	"18320000"	"18320000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr17"	"18330000"	"18725000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"23780000"	"24315000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"30525000"	"30530000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"30540000"	"30545000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"30565000"	"30615000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr2"	"30645000"	"30645000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	" 9490000"	" 9490000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	" 9500000"	" 9500000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"19040000"	"19050000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"19800000"	"20125000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"20180000"	"20195000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr3"	"20210000"	"20270000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr4"	"13675000"	"13970000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr5"	"14030000"	"14425000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"12865000"	"12870000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"12900000"	"12905000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"12915000"	"12915000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"12925000"	"13125000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr6"	"28175000"	"28245000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"16120000"	"16445000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr7"	"23460000"	"23580000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr8"	"17040000"	"17050000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr8"	"17095000"	"17690000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr8"	"17700000"	"17710000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr8"	"17725000"	"17725000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr8"	"17740000"	"17740000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"22240000"	"22255000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"22265000"	"22265000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"22295000"	"22725000"
"MaxRepeatAbund"	"Malussylvestris_H0-AT"	"Chr9"	"22735000"	"22750000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 5235000"	" 5245000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 5255000"	" 5255000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 5265000"	" 5390000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 5710000"	" 5860000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 5925000"	" 5935000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 5945000"	" 5970000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 6035000"	" 6035000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 6060000"	" 6060000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 6085000"	" 6110000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 6130000"	" 6130000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 6145000"	" 6230000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 6265000"	" 6760000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 7770000"	" 7790000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 7820000"	" 7845000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 7855000"	" 8245000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 8260000"	" 8265000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 8280000"	" 8280000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 8365000"	" 8370000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 8470000"	" 8470000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 8500000"	" 8510000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr1"	" 8650000"	" 8650000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	" 9300000"	" 9715000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	" 9735000"	" 9845000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	" 9855000"	" 9855000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	" 9880000"	" 9905000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	" 9920000"	"10025000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"11035000"	"11050000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15200000"	"15205000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15215000"	"15245000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15260000"	"15730000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15745000"	"15765000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15775000"	"15865000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15910000"	"15910000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15960000"	"15970000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"15985000"	"15985000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"16570000"	"16585000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"16595000"	"16595000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr10"	"41950000"	"41950000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr11"	"25900000"	"28380000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 1250000"	" 1250000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 7325000"	" 7730000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 7740000"	" 7795000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 7820000"	" 7820000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 7840000"	" 7865000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 7885000"	" 7895000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 8010000"	" 8010000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 8240000"	" 8240000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 8265000"	" 8265000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	" 8275000"	" 9080000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"12825000"	"12860000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"12870000"	"13040000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"13055000"	"13120000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"13655000"	"13655000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"13725000"	"13730000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"13740000"	"13865000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"31250000"	"31265000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr12"	"31300000"	"31305000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"10690000"	"10690000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"21500000"	"22045000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"22070000"	"22085000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"22105000"	"22110000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"22500000"	"23300000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23315000"	"23365000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23375000"	"23375000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23395000"	"23470000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23480000"	"23480000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23750000"	"23755000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23770000"	"23790000"
"Shannon"	"Malussylvestris_H0-AT"	"Chr13"	"23895000"	"23905000"
